,id_stable,Date,ContentClean
38,32376,2021-12-20 23:46:20+00:00,"if it was not cruption of previous govt than what it was? America calls it cruption can you say something about them? who else you have a country who is helping you? all the west has run away, they were here for 21 year. we still have afghan refugee. a crisis can flood it."
39,185132,2021-07-15 18:12:50+00:00,". administration creating Biden administration creating “Operation Allies Refuge” to save Afghan translators, in troop withdrawl"
40,85518,2021-09-07 01:54:58+00:00,The with the support of 9 law firms & pro bono lawyers has started a legal clinic & hotline for Afghan Australians who want to sponsor their families here or have been refused asylum in Australia. Call Mon to Fri (9-5) on 9252 2534 or email afghanistantriage
41,61708,2021-09-30 14:20:24+00:00,Tens of thousands of Afghan refugees are living in the US in makeshift tent cities. The food? Bad. The clothing? Not warm enough. Read Abul Ahmed describe the conditions in one of America's new refugee camps:
42,12458,2022-03-04 10:05:09+00:00,"Elected officials in San Diego declare support for #Afghan refugee bill Declares March 1st as #AfghanEvac Day to show support for #Afghanistan Adjustment Act “#Congress must pass the AAA” ""If you stand w/ the troops, then you must stand with us on this”"
43,25311,2022-01-17 17:35:00+00:00,"Home Office logic: A Yemeni claiming asylum was refused; officials “do not accept that there are problems in Yemen”. An Afghan man who fled Taliban forced conscription was told the Taliban wouldn't have ""an adverse interest"" in such ""a low level person.”"
44,120006,2021-08-24 19:20:12+00:00,"Airbnb CEO Brian Chesky wrote, “The displacement and resettlement of Afghan refugees in the U.S. and elsewhere is one of the biggest humanitarian crises of our time. We feel a responsibility to step up.”"
45,31582,2021-12-23 19:26:26+00:00,"you are seeking asylum and Afghan nation is helpless and can't afford the basics, no Matter less or more but you have betrayed this whole nation, and you are accountable"
46,144252,2021-08-18 20:59:30+00:00,Afghanistan has quadrupled its population in a half century. It nearly doubled its population during the American occupation. It's a refugee factory.
47,197768,2021-02-10 23:05:42+00:00,"A refugee and former translator from Afghanistan reflects on the Capitol insurrection, and why he’s working even more committed to protecting democracy."
48,35754,2021-12-09 07:05:07+00:00,NY coughs up extra $2M to resettle Afghan refugees
49,57102,2021-10-08 16:05:01+00:00,City students welcome Afghan refugees after resettlement plans in Aberdeen were announced last month.
50,170241,2021-08-15 18:07:15+00:00,These are the Afghan Nazi daul citizens who used to tell us we were refugee in our own land and they own everything here. Fatheefkrs begging America to evacuate them.
51,25545,2022-01-16 17:37:09+00:00,...or was supported by one of those that came unvetted from Afghanistan.
52,105376,2021-08-28 21:28:53+00:00,President of the United States: Petition for Afghan Families to claim Political/Refugee Asylum in the U​.​S. - please Sign the Petition! via
53,58238,2021-10-06 11:55:07+00:00,Afghan refugee becomes the 1st female doctor in her community
54,113157,2021-08-26 13:19:21+00:00,Exclusive-Rep Tom Tiffany: Afghan Refugee Crisis Raises Security Concerns About Vetting Process Getting Afghans out doesn’t necessarily mean that they must be resettled here. Neighboring countries Pakistan & Tajikistan may be a better fit for many Afghans
55,158274,2021-08-17 05:01:14+00:00,"1 party wants the Afghan people to suffer. They are the Muslim banning, xenophobic, anti-immigrant, misogynistic GQP. They talk about Biden’s “Saigon moment” yet actively seek to deport Asian immigrants who have been here for decades. Whites fear differential reproductive success"
56,112172,2021-08-26 17:36:58+00:00,"We must also be unequivocal in welcoming refugees and asylum-seekers. I will continue to advocate strongly for the ALLIES Act which would authorize an additional 8,000 Afghan Special Immigrant Visas — covering all potentially eligible applicants currently in the pipeline."
57,11057,2022-03-08 20:13:31+00:00,"#europe has diametrically opposing #refugee policies, depending on skin colour, nationality, & faith. #EU even funded, by millions of €, ex-genocidal militia from #sudan, to keep brown, black and Muslims, running for refuge. #Ukraine #afghanistan #syria #libya #ethiopia"
58,166131,2021-08-16 11:27:07+00:00,"And we have a responsibility to Afghanis because of how long we have directly meddled in their country. Afghanis should be our top refugee priority, especially Afghan women. 2/2"
59,125830,2021-08-23 08:43:29+00:00,"Harris laughs at, shuts down questions as she says Afghanistan is her highest priority how can people of other countries be our top priority? American people are low on the list when help is needed and we need to tax you to help pay the bills for refugee's"
60,67316,2021-09-22 19:45:26+00:00,"USA: In congressional testimony, DHS finally revealed the percentage of #SIV holders among Afghan evacuees who made it onto US soil: A shockingly low ~three percent. #ProtectLinguists"
61,58037,2021-10-06 19:17:29+00:00,From Fox News - Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state
62,185265,2021-07-15 08:41:18+00:00,"Your are living in fools world Tariq if taliban takeover,Pak will get more refugee from Afghanistan it will impact your economy but you will not understand all this you want Taliban to assist in Kashmir,it means your army does not have capacity 2 fight with Indian army:face_with_tears_of_joy:"
63,66687,2021-09-23 11:15:00+00:00,A US soldier wins a long fight to get Afghan translator asylum.
64,169289,2021-08-15 21:38:46+00:00,"Imagine how mad the Taliban would be if we offered resettlement, free education, and free business loans to their entire population, to foster a thriving Afghan society in exile"
65,42353,2021-11-20 14:33:51+00:00,Tell that to the female Afghan refugee that wants to get an abortion in Texas after she was raped
66,140347,2021-08-19 14:39:21+00:00,Priority list that need to get out of the Biden mess in Afghanistan: 1) American citizens / contractors 2) American military equipment 3) Afghans that assisted/help US 4) All American Military personnel 5) Fully Vetted Afghans
67,152324,2021-08-17 21:05:50+00:00,The United Nations declared yesterday that anyone from Afghanistan is a refugee. When is Ireland releasing the 500 in Direct Provision for years? Surely this is breach of International Law and discrimination? They can't go back to KABUL!
68,35785,2021-12-09 03:14:50+00:00,‘The enormity of the task is not lost on me’: Minister on Afghan resettlement goal
69,177588,2021-08-08 21:26:59+00:00,"With Afghanistan on the brink, is Europe set for a refugee influx? - Euronews What do you mean ‘set for’?! Already here ffs!"
70,153478,2021-08-17 18:02:17+00:00,Afghans fleeing the ravaged Afghanistan will have a home in Uganda. Uganda is currently the largest refugee host in Africa. #SEETVPMEDITION
71,17565,2022-02-17 11:43:11+00:00,In November Blake took part in a charity day whereby staff and customers alike funded SchoolBags in support of and the ACAA. We have been able to fund 80 bags through the Afghan Refugee Appeal! Visit our blog for more information:
72,186385,2021-07-11 11:29:20+00:00,Central Europe worried about possible migrant rush from Afghan conflict
73,34352,2021-12-14 16:01:02+00:00,ON OUR RADAR WITH :satellite_antenna: :loudspeaker: #China donates more winter supplies to #Afghanistan :loudspeaker: 7.3 magnitude earthquake strikes off #Indonesia :loudspeaker: 17 injured as a migrant group clashed with #Mexican police :loudspeaker: #US lawmakers debate contempt charge against top Trump aide
74,100208,2021-08-31 04:15:42+00:00,UN are useless! Their silence was deafening. All these Western Stakeholders have just been sucking the life out of Afghanistan for years... and they will again with the Refugee crisis!
75,19740,2022-02-08 22:04:07+00:00,"The processing hub in Qatar will assist Special Immigrant Visa applicants who are ready to be interviewed by American officials, as well as at-risk Afghans with family members in the U.S. The latter group could be processed through the traditional refugee resettlement program."
76,92820,2021-09-02 22:32:03+00:00,20+calif elementary school children left in Afghanistan ask why they brought unvetted including previously deported rapist but left Americans including California children didn’t show up today did U get kids?
77,53388,2021-10-18 13:32:57+00:00,No country for asylum seekers! #Afghanistan
78,115287,2021-08-25 21:23:33+00:00,"NEW Stranded Afghans should consider fleeing over land borders, not waiting for RAF airlifts out of Kabul airport, warns Ben Wallace. Defence Sec told MPs tonight that Afghan translators should now “explore another route” out, ahead of UK troop drawdown."
79,75536,2021-09-14 19:59:51+00:00,"Yeah, yeah, Rich, & Biden hasn't gotten ONE KURD refugee out of Afghanistan, either. Look, Dumbass, War Is Hell, whether you're starting one or ending one. At least Biden isn't golfing. . . . ."
80,165259,2021-08-16 13:32:54+00:00,"Statement in solidarity with Afghan women. 'As the Taliban retake power, we urge the UK government to do all it can to ensure that women and girls are protected, above all by offering safe passage and asylum to women who need to leave Afghanistan for safety.' 1/4"
81,1567,2022-04-18 20:28:58+00:00,IRAP-Fordham will be hosting a panel to provide an update on the situation in Afghanistan. The event will give students an opportunity to hear what work is currently being done to address the refugee crisis and what life is like for Afghans on the ground since the US withdrew.
82,174610,2021-08-13 21:53:58+00:00,Canada has announced an expanded program to resettle Afghan refugees as territories in #Afghanistan fall rapidly to the Taliban.
83,158652,2021-08-17 03:34:53+00:00,America Should Have Trained The Women To Be Like The 'Daughters of Kobani.' Women Want To Protect Their Children & Prevent The Taliban From Killing Them or Making Them Slaves. And Why The Heck Didn't We Start Evacuating Translators & Afghan Helpers MONTHS Ago
84,48755,2021-10-29 16:41:57+00:00,"First, we have a migrant crisis, Biden welcomes more and second, Biden’s puppet masters, no doubt, already have the cash on palettes sealed with kiss just waiting to be airlifted to Afghanistan."
85,180627,2021-07-31 06:10:13+00:00,Thank Mr. President for rescuing our Afghan translators Please get them all?
86,13089,2022-03-02 16:55:30+00:00,"In memory of Leonard Ashley z""l, child refugee from Nazi Germany and late father of our Treasurer we are supporting Cathy's Fundraiser for supporting Syrian, Afghan and Ukrainian refugees today. May his memory be a blessing."
87,79189,2021-09-10 22:00:21+00:00,Assets at Dyess Air Force Base have been assisting in the humanitarian efforts to help Afghan refugees resettle in the United States. #AbileneTX #DyessAFB #OperationAlliesWelcome #afghans
88,56227,2021-10-10 20:05:52+00:00,"Home for Refugees 2021 Virtual Gala is today:double_exclamation_mark::double_exclamation_mark: 5p PT/8p ET It’s not too late to RSVP, tickets are free with the opportunity to donate: RSVP: gala #hfrgala #refugees #SIV #USA #CommunitySponsorship #Afghanistan #SaveOurAllies"
89,76186,2021-09-14 12:48:50+00:00,"Sec of State Blinken fails to say how many of 60,000 Afghans don't have SIV status"
90,199485,2021-09-11 09:11:19+00:00,We all of siv need evacuation our life in danger we work with US why they do not help with me ...
91,9540,2022-03-14 01:14:30+00:00,She should be inside asylum not with refugees. PS: Swedish military too sent their troops in Afghanistan.
92,114257,2021-08-26 03:36:17+00:00,Mexico has given asylum to 124 journalists and staff from Afghanistan
93,3516,2022-04-11 20:44:02+00:00,"For significant of those Countries, who are doing efforts, & working on Afghans resettlement programs.... ــــــــــــــــــــــــــــــــــــ The heart of our people are injured enough. Please do not annoy them any more..."
94,29391,2022-01-04 17:41:30+00:00,Afghan Migrant Arrested After Woman Stabbed and Teen Raped. But Diversity
95,108000,2021-08-27 21:39:45+00:00,In the last 5 minutes Father of slain Marine rages: ‘Biden turned his back on him. That’s it.’ The Blaze15:26 How Afghan translators who helped British troops were all-but ignored despite the Mail's… Mail Online15:26
96,71773,2021-09-17 17:14:56+00:00,I strongly support your relocation to Afghanistan. Compassion has never been a right-winger���s strong suit. Although they will always remind you that they���re God-fearing
97,198753,2021-01-02 07:28:04+00:00,Thanks for Sharing your thoughts on the Afghan and Iraqi translators .... That are under threat for helping the U.S. #humanrights #humanrightsviolations
98,165576,2021-08-16 12:49:15+00:00,"If an Afghani immigrant leaving a war torn nation is in your personal JOB POOL, please get off Twitter immediately and improve your skill set. #stoptellingonyourself"
99,58290,2021-10-06 09:03:36+00:00,Diplomat in the UAE rescues baby bird for young Afghan refugee
100,195927,2021-04-13 06:45:36+00:00,"I like your second screenshot which says mass exodus refers to ""when everyone leaves at the same time"" So instead of arguing with me, you should be asking that by this term does she mean ""Every Afghan refugee left for Peshawar at the same time""?"
101,159923,2021-08-16 23:46:37+00:00,"Australia needs to do more. Starting with permanent residence to all Afghani #asylumseekers in Australia (including on shore and off shore detention), rescue those who have worked with us and are still in Kabul, grant asylum to many still waiting in Indonesia. #auspol"
102,42883,2021-11-18 17:08:09+00:00,US considering returning some evacuees who don`t pass vetting process to Afghanistan
103,51911,2021-10-22 01:10:16+00:00,This story sucks up media oxygen while the amazing children of Afghanistan suffer because Washington and the EU have passed NO resettlement funds for them? Why are you doing this story and not caring/covering the story of the children of Afghanistan?
104,40877,2021-11-25 09:40:34+00:00,Pakistan Government’s narrative on Afghan Refugee Influx #CRSS #Pakistan
105,60403,2021-10-01 21:20:00+00:00,"#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey."
106,21246,2022-02-02 18:53:16+00:00,"Islamabad, Pakistan A Pakistani health worker marks the finger of an Afghan child with indelible ink during an anti-polio campaign at an Afghan refugee settlement Photograph: Anadolu Agency"
107,74661,2021-09-15 15:54:04+00:00,Please help with our Drops of RAINE collection for the Afghan refugee children! #HazletProud #choosekind
108,107472,2021-08-28 01:32:21+00:00,"And has locked Afghan people up for eight years, for seeking asylum!"
109,94426,2021-09-02 06:07:13+00:00,"According to the #victims, the #pushbacks included brutal and violent behaviour, degrading treatment and theft and destruction of personal belongings. Half of the #Afghans #pushed back were minors, and 16 people claimed that the #Croatians would impede their #asylum request"
110,102849,2021-08-30 04:45:47+00:00,"Is it hateful to describe (i.e. categorize) this hypothetical person as ""Afghan,"" ""refugee,"" ""kid,"" ""he,"" or ""she""? These aren't artificial categories; they have meaning."
111,7169,2022-03-23 17:09:17+00:00,"I remember years ago in my hometown someone I know is an Afghan refugee, came to the UK at 11 as his dad & uncle were killed by the Taliban, so his mum sent him west. He was nearly deported at 17 & the only reason he wasn’t is that the local MP was a junior minister at the time."
112,193452,2021-05-26 14:52:11+00:00,US Senators please note The Iraqi Afghan SIV program is one of the only ways to ensure a path to safety for Iraqis & Afghans who risked their lives in defense of our country. We cannot turn our back on them.
113,138813,2021-08-19 19:59:37+00:00,Get our own people out FIRST. Use #Google Data that you have to vet Afgans. Investigate #Google for evidence that the Afghan data base was shared with China (and therefore Taliban).
114,70270,2021-09-19 12:22:09+00:00,Afghan women officials&diplomats seek asylum as Taliban target their jobs:pensive_face::pensive_face::pensive_face::pensive_face::pensive_face::pensive_face: ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦
115,148929,2021-08-18 08:45:25+00:00,Akshay Kumar getting ready to play the role of Afghan Refugee
116,4888,2022-04-04 05:00:38+00:00,"""I am exactly the opposite of my past."" Maryam (pseud, 18), an #Afghan refugee, left her home in Iran for Greece. Her journey has ""made me a stronger and braver woman who can now defend her rights and she does not stay silent in the face of opposition."" #1000Dreams #refugees"
117,12827,2022-03-03 10:36:38+00:00,"Except this lot!:pouting_face: £5billion+ PA 31,000 illegal immigrants (potential terrorists) crossing by rubber boats now in 4* Hotels 11,000 by other means in 4* Hotels 15,000 Afghan refugees in 4* Hotels £6-8 Million per day 100,000+ waiting asylum decision £10+ Million per day."
118,155641,2021-08-17 12:57:25+00:00,"We have capacity even to take 500,000 as long as they urgently need refugee but because of our corrupt government 2000 is the only they can take. Please Uganda still has a big free space to accommodate 500K #Afghans therefore i request we increase the number"
119,90590,2021-09-03 21:57:19+00:00,Looking forward to Orville the Duck's opinion on the Afghanistan refugee Crisis.
120,1039,2022-04-21 12:46:06+00:00,"Congratulations to RWCHR Director of Policy and Projects Brandon Silver for being recognized on Top 25 Most Influential Lawyers shortlist for his work on the cases and causes of political prisoners, media freedom, Magnitsky sanctions, and Afghan refugee resettlement."
121,71210,2021-09-18 00:24:55+00:00,Afghan refugee crisis poised to explode - Asia Times
122,115570,2021-08-25 20:12:06+00:00,"I’m a democrat, but this mass relocation from Afghanistan to America has my thoughts changing. Voted Democrat since 1970. Far left killed dems, far right killed Republicans. Those in middle feel fucked"
123,184860,2021-07-16 19:24:22+00:00,writes about Afghan #Migration Turkey should prepare for new refugee influx from Afghanistan | Arab News
124,14675,2022-02-27 01:09:17+00:00,"And what about the Afghans that were loyal translators for ADF and our local Embassy staff? Neither you or the feds seem so helpful then, WHY? Because they were not white and “Christian”?- how about the Yazidi and others from Syria, where were you then?"
125,154667,2021-08-17 15:14:41+00:00,Taliban spokesman reiterates ‘amnesty’ for all translators who worked for the Americans + allies in #afghanistan “No one will come after them”.
126,60254,2021-10-02 01:42:06+00:00,DHS: Hundreds of Afghan evacuees are leaving military bases in the US without completing resettlement #impeachjoebiden
127,152666,2021-08-17 20:06:41+00:00,"One moment you hate refugees and the next you beg for them. Or is it that you don't like Latino? Frustrated with Biden, evangelical leaders are tightening the screws, calling resettlement of Afghan refugees a 'moral urgency'"
128,74670,2021-09-15 15:42:52+00:00,"Uprooted, Yet Again: 150 Resettled Afghan Refugees in New Jersey Were Displaced During Tropical Storm Ida, via"
129,32451,2021-12-20 18:00:27+00:00,"“When you tap into the generosity of the American people, it is remarkable what you can achieve,” said former Delaware governor Jack Markell, who has been appointed to lead the resettlement effort. #Dayenu الف مبرو ك! Would You Sponsor an Afghan Refugee?"
130,170724,2021-08-15 16:29:45+00:00,"Why are Afghani Muslims, Rohingyas etc supposed to be resettled in our country s as refugees if India is not good for Muslims in general and minorities are persecuted here? Baffles me."
131,145703,2021-08-18 16:50:08+00:00,":rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: I got told that I would be swapped for a Afghan refugee,and dropped in the middle of Kabul,all because I didn't agree with this fellas opinion:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
132,73388,2021-09-16 18:00:28+00:00,"More than 37,000 Afghans are expected to be resettled across the country in the coming days and weeks."
133,171666,2021-08-15 12:36:02+00:00,"Phan Thị Kim Phúc, born 4/16/1963, was that napalmed girl. She became a Canadian citizen. Nick Ut won the Pulitzer prize for that photo. Thank you, Canada for offering asylum to Afghan women leaders & human rights workers. U.S.?"
134,135153,2021-08-20 16:17:55+00:00,So the answer is to let every Afghan into the country without vetting them. Get real! The biased pundits and main stream media are piling on to what every fair pundit knows is a complex lose-lose issue!
135,52820,2021-10-20 05:52:06+00:00,First Afghan refugee family expected to arrive in Milwaukee this week
136,113724,2021-08-26 09:16:03+00:00,Islington to welcome 15 families under Afghan resettlement scheme
137,97472,2021-09-01 01:41:35+00:00,Taliban are on the trail of revenge: Jihadis start hunt for translators as soon as Western troops exit Afghanistan
138,103301,2021-08-29 21:23:05+00:00,TRUZZ..THOSE ARNT AMERICANS..IN AFGHANISTAN :Afghanistan:.. TRADERZ TOO THERE CAUSE...+ WHERE WERE YOUZ JABRONIZ..WHEN I WAS A REFUGEE IN HAWAII GETTIN LOST IN THEIR SYSTEM.. :Iran: #1 RUSSIA :Russia: #1 :United_States: :globe_showing_Americas:..HA !! SPIT SPIT SPIT..TRU FACT
139,86583,2021-09-06 11:02:06+00:00,"As Afghan Refugee Crisis Unfolds, Koreans Recall ‘Miracle’ Evacuation - The New York Times"
140,128475,2021-08-22 13:54:35+00:00,"graduated and about trips abroad Afghanistan. She was crushed on him, she was immigrant. She told him when he was really young and list his mum, and he had no possibility to attendance library he wanted, or just school. Over time, after two chance of relations with girls - two"
141,115381,2021-08-25 21:00:28+00:00,FLASHBACK: Several Thousand Potential Fraudulent Iraqi Immigration Cases Give Biden Admin Pause About Afghan Refugee Program
142,191256,2021-06-15 10:56:59+00:00,looks like #Afghan_SIV will lose this fight with the cost of their lives and then being brutally killed and slaughtered no one is listening to them #americans_are_not_this_stone_hearted ppl
143,76124,2021-09-14 13:40:09+00:00,Proud Boys-Linked 'Afghan Refugee Hunting Permit' Found at Michigan Campus It's time to treat proud boys like they're the terrorists they are.
144,87258,2021-09-05 21:47:15+00:00,What neighborhood in Philly did they drop the fine Afghan refugee honeys at? #AskingForAFriend
145,39950,2021-11-26 22:35:03+00:00,"Thousands of Afghan refugees to U.S. weren't properly vetted, GOP memo reportedly says KATV"
146,42209,2021-11-21 13:05:18+00:00,"Hate ruthless #UK & its MSM. All chat around '#migrant numbers' but no ref to the biggest refugee crisis ever, or UK being the 2nd biggest #arms exporter & major shxt stirrer. No one chooses to flee their home. #Afghanistan #Syria #Palestine #ScottishIndependence #HumanRights"
147,135137,2021-08-20 16:20:13+00:00,Even if you are an Afghan refugee?
148,78059,2021-09-12 10:09:28+00:00,"GREAT JOB, keep doing the best and wish you to win this election again. I hope the priorities get answer soon too,those who helped Canadian embassy in Afghanistan, who are still on the run for their safety and no reply from resettlement for their case…….."
149,39068,2021-11-29 15:24:46+00:00,"Daily reminder: Here is a pic of Habib Khan trying to free Afghanistan, while hiding in asylum, expecting Afghan women to go on the streets and fight for him!"
150,53364,2021-10-18 14:46:22+00:00,"Turkish authorities are summarily pushing Afghan asylum seekers crossing into the country from Iran back to Iran, in violation of international law."
151,78178,2021-09-12 04:04:55+00:00,Afghanistan News LIVE Updates: Resistance Leader Ahmad Massoud Still in the Country; US Halts Refugee Flights After Measles Cases Reported
152,151372,2021-08-17 23:35:59+00:00,". people blaming for the situation at Kabul’s HKIA need to understand the trump deal cut out the Afghan govt, undermined it & when their president & police force fled the people panicked. pompeo’s State Dept held up SIV apps + took 867 to process."
153,192348,2021-06-05 08:20:04+00:00,"Britain Accelerates Relocation of Afghan Interpreters to U.K. - Will America do the same, I fear a Vietnam type bloodbath."
154,193229,2021-05-29 07:46:28+00:00,"Indian Government invites application form for non-muslims refugees living in Afghanistan, Pakistan and Bangladesh to grant Indian Citizenship. #refugee #pakistanihindu #pakistanihindus #bangladeshi #bangladeshihindus #afganistanhindus #hindurefugees #pakistanirefugees"
155,26814,2022-01-11 11:47:28+00:00,Refugees are also hummans. We Afghans had suffered too much in Afghanistan and we are suffering more right now in Indonesia as a refugee. Please help us. #HelpRefugees_Indonesia UNHCR Indonesia supposed to help refugees but now they are killing refugee .
