,id_stable,Date,ContentClean
1036,92930,2021-09-02 21:26:33+00:00,European countries are refusing to accept any Afghan refugee's. The wealthy Arab nations will not accept any of them. What does that tell you?
196,85518,2021-09-07 01:54:58+00:00,The with the support of 9 law firms & pro bono lawyers has started a legal clinic & hotline for Afghan Australians who want to sponsor their families here or have been refused asylum in Australia. Call Mon to Fri (9-5) on 9252 2534 or email afghanistantriage
70,96067,2021-09-01 15:56:09+00:00,The State Department announced a list of 19 cities where Afghan refugees on Special Immigrant Visas can resettle. None of the cities are in Vermont.
597,126658,2021-08-23 00:05:33+00:00,These are likely flights to help resettle Afghan refugees
447,186823,2021-07-10 02:03:37+00:00,Please DO SOMETHING about the resistance of DHS and the State Department to evacuating our Afghan translators and their families to Guam before it’s too late! Their lives are at stake as you well know. Please take action folded_hands_e 
547,193617,2021-05-23 08:09:07+00:00,"World: RBE - Western Balkans - Asylum Statistics - Summary of key trends observed, as of 31 May 2020 Countries: Afghanistan, Albania, Algeria, Bosnia and Herzegovina, Cuba, Egypt, Iran (Islamic Republic of), Iraq, Kuwait, Libya, Montenegro, Morocco, oc..."
1132,196054,2021-04-08 07:04:40+00:00,Investigation about harassment of an Afghan women refugee by the croatia police.
1100,196779,2021-03-16 18:27:33+00:00,"Humbled and honoured to join refugee women activists, advocates & govt leaders from Afghanistan, Mali, Rwanda & Syria to discuss what hampers women’s access to #humanitarian services & what we must do to fix now! #NoExcuses #CSW65"
1029,17667,2022-02-16 21:32:02+00:00,"To read more about the humanitarian crisis in Afghanistan and the proposal to resettle refugees based on a 0.05% proportion of a country's population, check the link below for the report itself:"
630,106628,2021-08-28 12:09:52+00:00,Wonder which State who takes in unvetted Afghans will be subject to the first ‘refugee’ attack on a citizen(s)? Georgia is in the running.
157,80346,2021-09-10 01:37:27+00:00,"Funny how made no mention of the people streaming over our southern border, nor the unvetted ""refugees"" coming in from Afghanistan. I guess future democrat voters don't count in these mandates, huh?"
96,112197,2021-08-26 17:31:20+00:00,just thanked for representing Oklahoma values in DC. Hern was one of just 16 US reps who voted against evacuating afghani translators who served with our US servicemembers in war
296,157856,2021-08-17 06:37:00+00:00,Horrific images from Kabul -saddening how backs have been turned on all these people. I hope asylum will be granted to everyone who makes it out of Afghanistan (without inhumane disputes about migration). Let’s not betray the people of Afghanistan twice #Afghanistan
1055,100208,2021-08-31 04:15:42+00:00,UN are useless! Their silence was deafening. All these Western Stakeholders have just been sucking the life out of Afghanistan for years... and they will again with the Refugee crisis!
612,170241,2021-08-15 18:07:15+00:00,These are the Afghan Nazi daul citizens who used to tell us we were refugee in our own land and they own everything here. Fatheefkrs begging America to evacuate them.
984,195927,2021-04-13 06:45:36+00:00,"I like your second screenshot which says mass exodus refers to ""when everyone leaves at the same time"" So instead of arguing with me, you should be asking that by this term does she mean ""Every Afghan refugee left for Peshawar at the same time""?"
264,18154,2022-02-15 12:24:17+00:00,"New video today #AWarmWelcome? exposes dangerously slow progress on Afghan resettlement & how the Government's #AntiRefugeeBill will close the door on ppl seeking safety from #Afghanistan. Share & write to your MP calling for protection, not punishment."
579,176872,2021-08-10 21:31:34+00:00,Met my sister at Malden High (She had only been in the US a couple years...and had to deal with adapting to US life...at Malden High...after 9/11...as an Afghan refugee...and as a teenager.) Pls read this post by her re: #AfghanistanUnderAttack + follow her
333,131982,2021-08-21 11:23:08+00:00,Why can't our UK do the same thinking_face_e United_Kingdom_e 'Our borders will remain safe': Greece erects 40km fence to stop Afghan asylum seekers entering Europe
808,74077,2021-09-16 05:13:37+00:00,"Do recall in Biden's America, if you're on Welfare and don't work, or if you're an illegal crossing our border (who will not be tested for Covid or vaxed), or an Afghan refugee, you are exempt from Joe's vax mandate. It's only for working Am citizens. Thinking about that. thinking_face_e face_with_symbols_on_mouth_e "
1159,111372,2021-08-26 21:32:18+00:00,"ICYMI: Twenty years ago a group of Afghan asylum seekers fled the Taliban and found a new life in NZ. As they mark the anniversary of the Tampa incident, those same Afghan Kiwis are watching history repeat."
228,165259,2021-08-16 13:32:54+00:00,"Statement in solidarity with Afghan women. 'As the Taliban retake power, we urge the UK government to do all it can to ensure that women and girls are protected, above all by offering safe passage and asylum to women who need to leave Afghanistan for safety.' 1/4"
978,45080,2021-11-11 11:45:15+00:00,"Speaking as a graduate of a major UK university and an ally of #Afghan law students, I hope that these institutions that have given so much learning to the world will show an equal measure of humanity to refugee scholars who deserve better than this. #Afghanistan #Chevening"
624,161225,2021-08-16 21:12:50+00:00,"But we CANNOT let that happen again! So don’t despair!! We have them (Republicans) on the ropes! Afghanistan is just a talking point to them. Meanwhile they (Republicans) create the “red tape” to admit their entrance into the US/visas, migration/immigration/asylum/3"
993,145703,2021-08-18 16:50:08+00:00," rolling_on_the_floor_laughing_e rolling_on_the_floor_laughing_e I got told that I would be swapped for a Afghan refugee,and dropped in the middle of Kabul,all because I didn't agree with this fellas opinion rolling_on_the_floor_laughing_e rolling_on_the_floor_laughing_e "
1206,117334,2021-08-25 13:03:23+00:00,"More Afghan translators land in Lithuania, operation to wrap up Thursday"
98,141868,2021-08-19 08:35:03+00:00,Press Release: Situation in Afghanistan and expected new refugee wave #BCHR #Serbia
747,29634,2022-01-03 10:18:04+00:00,She's in a relationship I suspect with a Jewish photographer and she's an Afghan immigrant she currently lives a happily ever after life in Europe :globe_showing_Europe-Africa: grinning_face_with_sweat_e 
255,174235,2021-08-14 03:19:11+00:00,"Canada to resettle 20,000 vulnerable Afghans threatened by Taliban and forced to flee Afghanistan | World News"
1002,81706,2021-09-09 09:15:23+00:00,We can safely escort them to France. When people are in peril... the UK steps up. Did you see the news where we got 15K people out of Afghanistan and we are currently granting them asylum?
79,104884,2021-08-29 03:11:26+00:00,I understand that Afghan citizens being brought to US have been vetted - they have documents!! Hidden??
1024,82765,2021-09-08 17:40:23+00:00,"Nope, All Afghans Refugees were Fully Vetted though the Visa Process, Before entering America! Many worked with US Military/Govt & put theirs & families lives in danger to do so! I believe the 2k was for US Civilians/Contractors, which was later waived! thinking_face_e "
22,25826,2022-01-15 10:09:00+00:00,UK 'may' deport boat migrant Afghan who raped and murdered child May? #bbcnews #skynews #ITVNews #c4news #BBCaq #GBNews #bbcbreakfast
492,84425,2021-09-07 19:25:20+00:00,"Ask UNHCR why you reject Afghan citizen in India, why they dont give refugee status for asylum seekers, why they dont resettle refugees, why they dont give support letter for Afghan citizen in New delhi, why they dont refugee card for those people who has sponsership. thank you"
327,149596,2021-08-18 07:01:42+00:00,"Noteworthy that in backhand_index_pointing_up_e interview, Greek migration minister touts Greece_e has ""strengthened [its] legal arsenal"" by declaring Turkey safe country for Afghans. The widely-criticized designation makes it easier for Greece_e to turn away Afghanistan_e asylum-seekers who come thru Turkey_e "
65,177190,2021-08-10 06:49:59+00:00,"In your time of need we helped you, now its your turn to help us back. Please get us out of here as soon as possible. #Save_Afghan_Allies #Afghan_interpreters_translators"
647,136394,2021-08-20 11:06:12+00:00,Newcastle is a safe and welcoming city and is proud to be a City of Sanctuary. We have worked tirelessly to support Afghan residents already living in our communities and have offered to support the resettlement of refugees fleeing the Taliban.
366,178347,2021-08-05 22:12:39+00:00,"Tens of thousands of afghans are moving towards Iran's border to seek refugee. Iran is already hosting 2-3 million illegal afghan refugees. With the trembling economy, we just can't handle anymore. With that being said, they will not be sent back. Welcome to your home red_heart_e "
960,51837,2021-10-22 05:57:22+00:00,Montana governor demands an halt to resettlement after Afghan evacuee charged with rape of a woman
465,99797,2021-08-31 10:21:04+00:00,"The media last week were wheeling out professional Afghan migrants that claimed asylum, and not one of them thought about asking them why they return home for holidays, if it was so dangerous they needed to claim asylum."
503,139204,2021-08-19 18:27:31+00:00,"Most Republicans and Democrats have supported keeping the promise the US gov't made to the Afghans who served it and now face retaliation from the Taliban. As told me, ""We've got a moral obligation to the SIV applicants."" 5/7"
159,88781,2021-09-04 21:38:14+00:00,Afghan refugee trolled after sharing photo of Fort Bliss rations #afghanistan #afghanrefugees
89,7858,2022-03-20 08:43:42+00:00,"Quick question: For those of you who get clearance to house Ukrainian refugee families but aren’t allocated one, will you then be volunteering to house Yemeni, Syrian, Iraqi, Afghan refugees??????"
562,154983,2021-08-17 14:30:01+00:00,"News from the #Philippines | The Philippines is willing to accept asylum seekers from Afghanistan, which has been taken over by the Islamist movement Taliban."
361,115381,2021-08-25 21:00:28+00:00,FLASHBACK: Several Thousand Potential Fraudulent Iraqi Immigration Cases Give Biden Admin Pause About Afghan Refugee Program
403,113724,2021-08-26 09:16:03+00:00,Islington to welcome 15 families under Afghan resettlement scheme
864,118976,2021-08-24 23:33:33+00:00,If you're looking for a vetted way to help: Women Globally Working to Protect Afghan Women
914,15920,2022-02-23 18:30:18+00:00,I was recently quoted by the New York Times in “Afghans Who Bet on Fast Path to the U.S. Are Facing a Closed Door.” “The refugee resettlement program is overwhelmed and lacks resources because of all the cuts the prior administration made.” #MillerMayer
1031,53364,2021-10-18 14:46:22+00:00,"Turkish authorities are summarily pushing Afghan asylum seekers crossing into the country from Iran back to Iran, in violation of international law."
1080,86466,2021-09-06 12:36:24+00:00,That money goes to filling backpacks with school supplies for children of Afghanistan SIV Refugees who need a positive start in school.
666,57102,2021-10-08 16:05:01+00:00,City students welcome Afghan refugees after resettlement plans in Aberdeen were announced last month.
367,168195,2021-08-16 02:35:17+00:00,". is looking for volunteers in the Seattle/Tacoma, DMV, Houston, and Fort Worth areas to support resettled Afghan newcomers with airport pick-ups, apartment set-ups, or meals. More details here:"
604,201328,2021-02-19 21:17:13+00:00,"NEW | How President Biden Can Make His Commitment to Refugees a Reality by Recommendations for the Biden administration as it seeks to strengthen the resettlement program, welcome 125K refugees in FY2022, and expand the SIV program down_arrow_e "
1057,43871,2021-11-15 18:32:07+00:00,"(Five) Mandates and the 1.7 to 2.5 million illegals from about 50 nations, without vetting including medical, and the illegal Afghans flown into America and scattered abroad. As well as the disbursement of illegal aliens without STATE APPROVAL. WE ARE A UNITED STATES FIRST."
651,56227,2021-10-10 20:05:52+00:00,"Home for Refugees 2021 Virtual Gala is today double_exclamation_mark_e double_exclamation_mark_e 5p PT/8p ET It’s not too late to RSVP, tickets are free with the opportunity to donate: RSVP: gala #hfrgala #refugees #SIV #USA #CommunitySponsorship #Afghanistan #SaveOurAllies"
940,71773,2021-09-17 17:14:56+00:00,I strongly support your relocation to Afghanistan. Compassion has never been a right-winger���s strong suit. Although they will always remind you that they���re God-fearing
40,164093,2021-08-16 16:00:21+00:00,"""Stand With Afghanistan- A refugee is a human being. People become refugees due to circumstances. They are people away from their home which already makes it hard for them Don't make it any harder."" - Shweta Bhanot"
815,79078,2021-09-11 00:19:46+00:00,"FINALLY - put all the information about Afghanistan on a website! Please share this for American citizens, SIV etc. #ProjectExodus"
1011,84462,2021-09-07 19:02:12+00:00,"White House asks Congress to pass emergency funding for disaster aid, Afghan resettlement as well as spending bill to avert shutdown By Jeff Stein"
82,69061,2021-09-21 02:02:53+00:00,"Ummm Afghanistan has been at war for centuries, they generally live in tribal groups and don’t have birth certificates to begin with, hence the fact that it’s impossible to vet them. And we’re all children of immigrants so try a better red herring"
101,122595,2021-08-24 04:09:57+00:00,"UK says has evacuated over 7,000 people from Afghanistan This includes embassy staff, British nationals, those eligible under the Afghan Relocation & Assistance Policy programme & a number of nationals from partner nations, Reuters reported #ArianaNews"
839,162063,2021-08-16 19:51:28+00:00,President Biden is about to speak on the rapid & chaotic Taliban takeover of Kabul & all of Afghanistan. & the even more chaotic efforts to evacuate US citizens. Without their translators & other Afghan helpers. Most outlets will be streaming
996,45053,2021-11-11 14:00:00+00:00,"""Aid group says 4,000-5,000 Afghans crossing into Iran daily: Norwegian Refugee Council says as many as 300,000 Afghans have crossed the border since the Taliban took power in August."""
480,121749,2021-08-24 11:31:34+00:00,"No they don't realise it. That is why several governments are flying in ""refugees"" from Afghanistan. Without a vetting process. They rolled out the welcome mat for ISIS and the taliban."
92,33189,2021-12-18 01:24:30+00:00,"It's been another busy week for Team Rubicon's volunteers. Tornado response, Afghan resettlement, PNW flood recovery. Head to the Forward Watch blog for more info on how we are serving across the country:"
705,97676,2021-09-01 00:00:22+00:00,Franklin County commissioners adopted a resolution voicing their formal support for the resettlement of Afghan refugees in central Ohio.
432,198217,2021-01-25 08:33:48+00:00,"I had a very good meeting with H.E. , Minister of Migration & Asylum of Greece during which we commonly agreed to further enhance our cooperation for addressing issues related to the Afghan refugees in Greece."
499,163390,2021-08-16 17:22:10+00:00,"'It is surely now incumbent upon the Secretary of State to immediately reassess her policy position on Afghan asylum seekers... Her position that it is, “in general”, safe and reasonable for Afghans to return to Kabul is unsustainable.'"
1078,23675,2022-01-25 08:10:43+00:00,An Afghan refugee has been convicted of sexually abusing a 3-year-old girl at a US Marine Corps camp in Virginia following the U. S. evacuation from Afghanistan The refugee reportedly told the authorities he had done nothing that would have been off-limits in his culture
1140,73156,2021-09-16 20:37:11+00:00,"The Biden administration has begun notifying governors and state refugee coordinators about how many Afghan evacuees from the first group of nearly 37,000 arrivals are slated to be resettled in their states."
581,95965,2021-09-01 16:38:18+00:00,LONDON: The UK government on Wednesday granted those Afghans who worked for or assisted its military forces during its 20-year war in Afghanistan can live in the UK permanently. #Afghanistan #Kabul #Taliban #UK
902,153303,2021-08-17 18:27:45+00:00,"NSA Sullivan addresses concerns over pace, timing of evacuations. ""We did dramatically accelerate the SIV process,"" but Afghan government ""made a passionate case that we should not conduct a mass evacuation lest we trigger a loss of confidence in the government."""
829,138512,2021-08-19 21:16:50+00:00,"ummm, they need to do their research on the SIV applications . where was their reprimand of Trump when he drew down U S troops in Afghanistan from 13,000 to 2,500"
917,66561,2021-09-23 13:16:56+00:00,"The Center for Refugee Services is a charity in San Antonio and right now they are gearing up to help the Afghans that will be relocating here. I volunteer there, they are good people. I know not everyone can donate, but for those who can:"
216,31694,2021-12-23 15:15:07+00:00,"This festive season, the Trust has made a donation to help work to resettle the Afghan Women Development Team who have arrived in the UK. Find out more on website, which includes information on how you can help. #nffc"
979,8072,2022-03-19 00:57:36+00:00,"Biden got us out of Afghan after TFG signed THE surrender to the Taliban, released 5,000 Taliban, told them when to be ready to attack by giving them a timeline. Oh he also dropped our troop count and stopped interviews for translators VISAs"
932,113157,2021-08-26 13:19:21+00:00,Exclusive-Rep Tom Tiffany: Afghan Refugee Crisis Raises Security Concerns About Vetting Process Getting Afghans out doesn’t necessarily mean that they must be resettled here. Neighboring countries Pakistan & Tajikistan may be a better fit for many Afghans
397,97966,2021-08-31 21:50:29+00:00,"What is the problem. People ignore the Capitol riots due to half of them being former military, same people ignore getting vaccinated. President pulled 123,000 Muslims from Afghanistan that Reps don't want here and you have a problem with pull out that Trump set on 50,000 siv"
569,116616,2021-08-25 16:13:06+00:00,"2 of 2 Stephen Miller and those loyal to him, deliberately sabotaged the refugee visa process, including the system by which U.S. allies in Iraq and Afghanistan would be evacuated to safety."
1007,43777,2021-11-16 00:45:00+00:00,The effort is a small piece of the work to resettle tens of thousands of evacuees who were airlifted out of Kabul and taken to military bases in the U.S.
776,67133,2021-09-22 23:22:48+00:00,I had a PC come to me with an affirmative asylum referral to IJ dated 8/10/21. Who decided to take 3 years after the interview to issue a referral just days before the Afghan government collapsed?! Decision aaid no past/no WFF of future persecution. They will never make it easy.
304,96871,2021-09-01 08:49:00+00:00,"There is nothing warm about rejecting an asylum application for an Afghan interpreter, currently in hiding in fear for his life, who helped our troops. This is a Government run through marketing and PR campaigns. And re latest polls, they're still on top."
384,17565,2022-02-17 11:43:11+00:00,In November Blake took part in a charity day whereby staff and customers alike funded SchoolBags in support of and the ACAA. We have been able to fund 80 bags through the Afghan Refugee Appeal! Visit our blog for more information:
298,124345,2021-08-23 17:21:22+00:00,How many #Afghan SIV holders are being asked by the government of the United States of America to risk this (and much worse) to get to the flight out THEY HAVE ALREADY EARNED?
646,30654,2021-12-29 09:47:28+00:00,They should be allowed to apply safely and easily in France. I also think that seeking a life style via moving around very safe countries is a choice and ultimately if its not controlled the true asylum seeker (Afghanistan) will get dissolved with the other. man_shrugging_e raising_hands_e 
233,16672,2022-02-20 19:22:44+00:00,"Flee (2021) Absolutely fantastic. It might sound niche when you try to describe it - a Danish animated documentary about an Afghan refugee. But it's so worth giving it a go, with a beautiful animation style to compliment an incredible tale. One of the year's best. (10/10)"
398,98952,2021-08-31 16:13:06+00:00,Residents at care village founded by Jewish war refugee are helping Afghans arriving in city
525,142199,2021-08-19 07:03:46+00:00,"18/08, Dominic Raab failed to make a crucial phone call while he was on holiday to seek urgent help airlifting translators out of Afghanistan"
99,182966,2021-07-24 06:19:29+00:00,So Pakistan is sending them with their NICs ID cards driving licence in their pockets face_with_tears_of_joy_e .this is why we Pakistani Govt to take out all Afghani refugees living in Pakistan on fake documentation. Create a refugee crisis on their boders.
346,29849,2022-01-02 09:20:57+00:00,Elite Afghan military pilots resettled in American fear for family
161,164376,2021-08-16 15:29:24+00:00,"I've written to my MP asking that we act to help the people of Afghanistan, including that the government expands the Afghan resettlement scheme to get interpreters out. Now, make sure you write to yours."
1160,86583,2021-09-06 11:02:06+00:00,"As Afghan Refugee Crisis Unfolds, Koreans Recall ‘Miracle’ Evacuation - The New York Times"
834,103301,2021-08-29 21:23:05+00:00,TRUZZ..THOSE ARNT AMERICANS..IN AFGHANISTAN Afghanistan_e .. TRADERZ TOO THERE CAUSE...+ WHERE WERE YOUZ JABRONIZ..WHEN I WAS A REFUGEE IN HAWAII GETTIN LOST IN THEIR SYSTEM.. Iran_e #1 RUSSIA Russia_e #1 United_States_e  globe_showing_Americas_e ..HA !! SPIT SPIT SPIT..TRU FACT
951,147551,2021-08-18 12:28:51+00:00,"There were roughly 20,000 applicants in the Special Immigrant Visa program pipeline as of mid-July, in addition to their families and other vulnerable Afghans seeking to escape. About 2k have been moved out since July, none on Tuesday."
239,96594,2021-09-01 11:51:29+00:00,"The UN Refugee Agency in Canada works to support refugees, displaced and stateless people around the world. Afghanistan is a major focus at the moment."
985,198633,2021-01-07 11:35:28+00:00,“It's really important for us to keep our neighborhood clean; many families with small children are living here.” The Afghan asylum-seeking father volunteering in a litter collection effort around Vathy camp on Samos island echoes a basic human need of all people.
616,42471,2021-11-19 21:21:41+00:00,Resettle Hazara-Afghan refugees from Indonesia
806,154697,2021-08-17 15:10:24+00:00,Will stand up and refuse to accept non vetted afghans into our state
654,49517,2021-10-27 18:09:34+00:00,Pictures of Afghan army chief at refugee camp go viral
220,26714,2022-01-11 18:50:26+00:00,Today I shared a moment with an Afghan refugee woman. We don't speak each other's language but we shared our tattoos with each other. #RefugeesWelcome
1147,81740,2021-09-09 08:39:25+00:00,Government to face legal action over relocation rejection of Afghan interpreter who met David Cameron. via
959,22583,2022-01-27 21:53:05+00:00,Thousands of Afghan evacuees have been welcomed into the U.S. under humanitarian parole. We must provide a pathway for Afghans to become lawful permanent residents so they can integrate and thrive in their new homes! TAKE ACTION: #AfghanAdjustmentAct
340,3516,2022-04-11 20:44:02+00:00,"For significant of those Countries, who are doing efforts, & working on Afghans resettlement programs.... ــــــــــــــــــــــــــــــــــــ The heart of our people are injured enough. Please do not annoy them any more..."
1030,97310,2021-09-01 03:29:04+00:00,Sandwich Pop Up at Grazie Grazie and EatWell Restaurants to raise money for Afghan refugee families #dcrestaurants #afghanrefugees
833,9540,2022-03-14 01:14:30+00:00,She should be inside asylum not with refugees. PS: Swedish military too sent their troops in Afghanistan.
130,167307,2021-08-16 07:04:36+00:00,"Missed travelling thru AFG by 3 months 03/80. Millions of Afghan refugees in Baluch and NWF Regions of PAK 80-87. Saw CIA operatives on multiple occasions supplying Mujahideen NWFP. In Dushanbe when Soviets exited ‘89. Multi visits to AFG borders/refugee camps. You,"
323,10204,2022-03-11 14:47:52+00:00,"To people of the middle East, Putin offered NO asylum to people fleeing Afghanistan, Syria etc in Russia. He DOES NOT WANT middle Eastern ppl in his country. Please, DO NOT BE FOOLED. folded_hands_e "
262,85625,2021-09-06 23:37:44+00:00,"Hey Warren, by “prior failure” are you referring to the deal Trump and Pompeo made with the Taliban in 2020? Or maybe it was a Stephen Miller, who put the brakes on SIV visas from Iraq and Afghanistan?"
315,26440,2022-01-12 18:55:38+00:00,"Sorry that may not be clear. Many of our allies are in hotels in Pakistan and India and I think other third countries include Qatar and Tajikistan. All awaiting the final paperwork to fly to the UK. We've called our operation to resettle afghans in the UK ""operation warm welcome"""
924,90590,2021-09-03 21:57:19+00:00,Looking forward to Orville the Duck's opinion on the Afghanistan refugee Crisis.
1066,199822,2021-08-29 17:23:08+00:00,US left behind all SIV applicants and now their lives are in great danger. the people who were evacuated by US planes were not SIV applicants nor their lives were in danger. The US evacuation were completely a failure. SIV applicants put their lives in danger for helping US.
383,176795,2021-08-11 04:23:28+00:00,"deportations to Afghanistan. Afghans in 2020 made up 10.6 per cent of asylum seekers in the EU, or just over 44,000 of about 416,000 requests, the second largest number behind Syrians on 15.2 per cent, EU statistics show."
155,172771,2021-08-15 00:21:24+00:00,"1. #CAA about citizenship & in case of #Afghanistan nationals in current circumstances, we are giving refuge. There's difference between giving citizenship & refugee. 2. #CAA doesn't deny citizenship to Muslims. It only fast tracks granting citizenship to persecuted minorities."
1019,66687,2021-09-23 11:15:00+00:00,A US soldier wins a long fight to get Afghan translator asylum.
720,61829,2021-09-30 10:47:10+00:00,Afghan refugees and asylum seekers in the UK. What are their rights?
375,102907,2021-08-30 03:27:40+00:00,…or question the vetting (if any) of any Afghanistan refugees.
732,31194,2021-12-25 19:33:12+00:00,Afghan citizens resettlement scheme to open in January Ministers have confirmed the Afghan citizens resettlement scheme (ACRS) will open in January.
1043,73388,2021-09-16 18:00:28+00:00,"More than 37,000 Afghans are expected to be resettled across the country in the coming days and weeks."
437,4725,2022-04-05 07:21:22+00:00,"'There's a whole new wave of Afghans who are leaving their country'. In 2016 journalist & author joined his Afghan friend Omar on the perilous migrant route to Europe. He tells me that, since the #Taliban's return to power, it's now even harder to flee. #f24 right_arrow_curving_down_e "
256,60036,2021-10-02 13:25:29+00:00,Afghanistan's female youth football team have found asylum in Portugal after they were forced to flee from the Taliban in August. #afghanistanwomen
453,54653,2021-10-14 16:23:22+00:00,"Boy, 16, arrested on suspicion of murder of Afghan refugee in Londo... (The Independent) A teenage boy has been arrested on suspicion of murder following the fatal stabbing of an Af... Add your highlights: #London #UK #ldn"
1134,25545,2022-01-16 17:37:09+00:00,...or was supported by one of those that came unvetted from Afghanistan.
906,193452,2021-05-26 14:52:11+00:00,US Senators please note The Iraqi Afghan SIV program is one of the only ways to ensure a path to safety for Iraqis & Afghans who risked their lives in defense of our country. We cannot turn our back on them.
64,103081,2021-08-30 00:18:55+00:00,Don't want unvetted We don't know who got airlifted Regardless I agree with the neo-conservatives on Afghanistan We shouldn't have left period
218,35941,2021-12-08 17:54:28+00:00,"You mean like the Afghan families that had gone back to Afghanistan for a visit or a wedding after claiming asylum in the UK, many of them stuck in Kabul after the Taliban take over."
442,97472,2021-09-01 01:41:35+00:00,Taliban are on the trail of revenge: Jihadis start hunt for translators as soon as Western troops exit Afghanistan
201,1831,2022-04-17 19:44:14+00:00,"Afghans were airlifted out of Kabul by British planes, they are here. Iraqis are one of the largest asylum groups arriving in UK, they are here."
661,108581,2021-08-27 18:30:57+00:00,". Ted, Ted, Ted. Afghans being evacuated get a more thorough vetting, a stricter security screening and a much more comprehensive background check than anybody in Texas gets to carry a concealed weapon or buy an assault rifle. You just don't want brown people around."
67,82373,2021-09-08 22:09:07+00:00,65 thousand Afghans resettled in the US. Cost: 6M $ This is what Biden is requesting. What about Americans? The homeless? Those who are dying from OD? Nurses to give monoclonal antibodies to prevent covid deaths?
1164,131633,2021-08-21 13:29:51+00:00,Why so many translators left in Afghanistan with troop numbers having been so drastically reduced already? I'm just finding out that a court in 2019 ruled that Trump illegally delayed special visas for translators etc from Iraq & Afghanistan. Any similar delays in UK?
668,128734,2021-08-22 12:13:23+00:00,Just off call with who has been so supportive in my fight to get support to my interpreters family. really interesting to note that if you need help in Afghanistan you have to ring a number in london How the hell can a refugee family afford an international call
614,102082,2021-08-30 14:50:44+00:00,Starting in just 10 min: Join Housing Action's partner Refugee Action Network for a press conference about the growing crisis in Afghanistan & IL's response. Hear from & Afghan nationals alongside US vets.
711,9888,2022-03-12 18:02:22+00:00,They all had Belarusian tourist visas so they weren't refugees but tourists who tried to cross border illegaly. It's not about color of skin - Poland evacuated from Kabul and gave asylum to Afghans (and they were real refugees) and nobody here had problem with their race
114,167746,2021-08-16 04:53:10+00:00,Good news for Afghan SIV applicants. unroll please.
245,49006,2021-10-28 21:55:36+00:00,Honored to continue to help our #Afghan wartime allies resettle in the US on behalf of & our members. We hope they can make fast use of all this clothing & shoes. #KeepingOurPromise #Afghanistan #AFG #IAVA #Resettlement #OperationAlliesWelcome #AfghanEvac #DigitalDunkirk
119,32451,2021-12-20 18:00:27+00:00,"“When you tap into the generosity of the American people, it is remarkable what you can achieve,” said former Delaware governor Jack Markell, who has been appointed to lead the resettlement effort. #Dayenu الف مبرو ك! Would You Sponsor an Afghan Refugee?"
1210,157388,2021-08-17 08:04:19+00:00,"I respectfully disagree. Biden was already evacuating. You have to realize that USA can't scoop up people before going through the vetting process. USA believed the 300,000 highly trained Afghan army would support our mere 2500 troops in holding off the Taliban. It didn't happen"
454,44760,2021-11-12 07:08:41+00:00,Maybe you be dead Wanda. Maybe we on the news like Afghanistan. Maybe you a refugee in Zimbabwe? Maybe. Just maybe.
